score,content
1,"kenapah ga bisa bebas biyaya bulan dan saldo mengendap nol..padahal ini online bank lain saja bisa yg sama"" online aplikasi?"
1,suka gangguan saat login..masih aja selalu sulit login..kami sedang mengecek hal ini... bgtuuu selalu.. kalo lg mau bayar..jadi terhambat.. jadi memalukan
3,mempermudah transaksi
5,Aplikasi mobile banking paling mudah diakses dan fiturnya oke banget di antara semua mobile banking yang ku punya
3,"hallo.. kenapa tiba-tiba Livin saya tidak bisa dibuka ya? ada tulisan "" operasi handpone anda tidak mendukung penggunaan livin """
1,tidak bisa dibuka
2,debit keblokir ksm g bisa loging lambat penanganan padahal saldo di debit lebih dari ksm
5,Kenapa saldo saya hilang sendiri dari mbaking mandiri
1,gabisa baca ktp lawak
2,Diperlukan saat malam hari malah perbaikan teroosssss.............
3,aku login kenapa gbisa si min harus datang ke kantor mandiri soalnya punya ewalet tapi gapunya kartunya
1,"Jika anda susah login harap ke bak terdekat apa kau ini tailaso, bank tutup blok Minggu, aplikasi nyusahin orang verifikasi ccd aneh aplikasi apa ini ampas"
1,"APLIKASI KURANG AJAR !! UDAH 3 KALI WAKTU LAGI BURU² MAU PAKAI QRIS,, BARCODE NYA GA MUNCUL."
5,bagus
1,susah masuk nya kalo udah keluar app nya apa lagi kalo ganti hp ribet amet. minta no kartu lagi uuh app apa. ini simpel. dikit. dong
1,"persore ini mau buka apk livin cuma muter"" aja, dianggap periksa jaringan, padahal buka yg lain bisa aja, sudah coba restart n saya pastikan bahwa jaringan normal, tapi apk livin tetap tdk dpt dibuka"
2,"selalu minta di update, kenapa sih ,ngak jelas banget"
5,Berguna
1,kemarin bisa pake livin tanpa ke bank sekrng ga bsa harus kode refrealbantu dong min hilang kan kode refreal masuk nya pake nomor hp sandi aja biar ga ribet apk nya🙂
1,"nelpon call center malah nunggu lama, ngabisin pulsa pinter."
1,aplikasi error mulu gabisa login alasan hp tidak suport
1,gimanasih saya suruh registerasi padahal saya gak tau nomor kredit saya mmana
1,"Aplikasi saya selalu not responding saat di buka, dan saat login ulang juga samaa"
5,terimakasih udah bisa masuk ke Livin sy kasih bintang 5
5,saya mau daftar lagi ke aplikasi ...tapi waktu pertama pendaftaran pake no lama ..no lama saya ke blokir sekarang saya mau masuk lagi pake no baru gak bisa2 ..gimana ya cara ya biar bisa masuk tapi pake no baru tapi tetap sama no rekening yg sama ..?tolong jelaskan ya !
1,habes daftar langsung gabisa login kembali malah sandi disuru ubah gimana sih aplikasi nih apakah penipuan
1,kenapa setelah update Livin by mandiri yang terbaru malah fitur powercash saya hilang padahal saya sudah melunasi tagihan semua CC saya tapi tak satupun CC saya yang diberikan fitur powercash lagi . sedangkan untuk tarik tunai di ATM juga dipersulit transaksi selalu gagal tanpa ada penjelasan. padahal limit CC saya masih banyak dan tagihan bulanan nya sudah lunas. mohon diperbaiki lagi sistem nya.
1,livin ganti no hp aja susah nya minta ampun mau masuk!!! uda konfirmasi tp d sruh cek mulu🫠🫠🫠
1,Kok gak bisa ke buka ??
5,saya baru saja daftar dan saya tidak bisa masuk lgi ke akun saya gmna cara supaya saya bisa masuk kembali sedangkan saya tidak tahu nomor rekening ny yg barusan saya buat?
5,mantaf
1,aneh saldo saya cukup lumayan lah tapi TF GA BISA BYAR TAGIHAN G BISA isi dana shope ga bisa aneh byar QRIS GA BISA PUSING JADI NYA
3,"saya pengguna baru, tapi merasa kurang nyaman. karna pulsa mengendap mandiri terlalu besar 100 ribu dan tidak bisa dipakai pembayaran digital. sedangkan BCA walau biaya adminnya lebih mahal dari mandiri, pulsa mengendap nya masih bisa dipakai pembayaran digital sampai nol.. mohon lebih diperbaiki lagi."
1,knapa setiap bulan livin saya mintak di perbaharuhi
5,Nice App..
3,ko Livin lama kebukanya ya apa ada gangguan apa kenapa dari kemarin ga bisa d buka mentok d logo Livin
1,tolong untuk kode otp jangan pakai SMS pakai WhatsApp saja karna kalau pakai SMS lama masuknya.masa iya jaman digital masih pakai SMS.sementara aplikasi mobile banking bank lain semua pakai WhatsApp untuk pengiriman kode otp
5,Selalu susah dibuka Aplikasinya
1,pake wifi ga bisa buka harus pake kuota aja gimana sih mandiri jatingannya
5,"mantap, mudah ,cepat, dan terbaik"
5,penomena dalam minggu ini... app nya tidak bisa tf uang
5,mohon bantuannya hp saya tidak bisa menggunakan Livin mandiri. apk selalu terhenti
2,kenapa mau login masih perbaikan . di suruh ke kantor mandiri . penjelasan dong
1,gak bisa buka tabungan dengan alasan keamanan data. mohon perbaiki lagi
5,sangat membantu sekali untuk segala pembayaran🙏🙏
1,fitur bagus tapi sistem pemotongan biaya admin kalah jauh sama bank sebelah.
5,assalamualaikum terima kasih bank mandiri udah kasih saya kesempatan untuk buka rekening buwat nabung untuk buka rekening di mandiri mobile bangking cepat semoga sukses selalu ya bank mandiri Livin by mandiri
5,sangat bagus
5,pokoknya mantap
2,kenapa tidak ada notif uang yg masuk dan di pesan hanya tertera pengeluaran saja..???mohon untuk di perbaiki
1,login lama. malu maluin. maintenence ga sama waktunya tiap saat
5,menyala
1,nabung uang disini kurang aman banget saldo perbulan di ambil berlebihan( potongan rekening bulanan)
3,maintenance ganggu
3,livin mandiri joss tlong perbaiki lagi sistemnya
5,gud
5,Sangat membantu.
4,baru dicoba belum bisa di buka
2,"Kartu kredit saya tak kunjung sampai, di cek di my JNE tidak dapat di lacak, tidak ada info apapun dari kedua Pihak sangat tidak Profesional...."
5,pembayaran teransaksi jadi gampang dan gak repot lagi
1,"APLIKASI MENGECEWAKAN DAN MEREPOTKAN PENGGUNA DI TENGAH MALAM, LIVIN MANDIRI SELALU MAINTENANCE (PEMELIHARAAN RUTIN) DI JAM 23-00 MALAM. DAN ITU SUNGGUH MEMBUAT SAYA KEREPOTAN UNTUK MELAKUKAN PEMBAYARAN QRIS ATAU TOP-UP DILUAR INDOMARET, PADAHAL BUKAN APLIKASI GAME TAPI SOK-SOKAN PEMELIHARAAN RUTIN. MENGECEWAKAN 👎👎"
1,"terlalu sering pemeliharaan, gak mikir apa kalo nasabah sekarang itu bergantung sama QRIS?"
5,ini kenapa ya livin saya keluar sendiri dan di masukkan nomor kartu dan tgl lahir kok gak bisa..? tolong solusi nya
5,sangat membantu sekali. apk prioritas di kehidupan sehari hari
3,sekarang jadi banyak potongan yang gak jelas
2,1 aja dulu kalo bagus nnti tak tambah
5,ok
4,ko saya ga bisa masukan kode otp traveloka ya mau bayar tiket pun tidak bisa jadi nya gimna ini tolong lah bantuan nya
5,Terbaik
5,semakin mantap layanan nyh tapi sayang pinjaman nyh belum di tampilkan di apk saya
1,kenapa tadi sudah berhasil daftar sudah ada no rek sudah coba isi rek berhasil tiba tiba keluar dan tidak bisa login
5,lebih mudah bertransaksi.. terimakasih Livin.
1,"kapok dan uninstal selamanya bank mandiri ini, saya belanja di toko pakai qris, kendala qris toko lg error tapi saldo terpotong di livin saya, janji uang akan di kembalikan pihak bank maksimal 14 hari kerja tapi udah 2 bulan uang saya belum juga di kembalikan oleh bank mandiri, bank tidak profesional dan tidak recomended , saya di rugikan oleh bank ini dan pelayanan sangat terburuk juga tidak mengembalikan uang nasabah juga janjinya palsu, hati hati untuk kalian, mending nabung di bank lain aja"
1,kenpa mesti harus bolak balik update
5,tolong sya dong sya lupa paspor dan kata sandi gimn ya
1,kak saya login kenapa gagal terus ya. verifikasi wajah udah tapi tetap gagal g bisa login
1,"kecewa top up d livin,"
5,sangat puas
5,sangat membantu
5,bagus tapi jgn tiap masuk selalu masukkan no kartu debit lagi jadi ruwet sendiri
5,pelayanan bagus
5,"Bagus memudahkan mengambil uang tanpa perlu pake kartu, tapi tolong dong ada in tarik tunai nominal 50.000 lewat Livin"
1,"niat Mau nabung malah kena biaya admin, biaya saldo, trs biaya bla bla bla Lama"" habis uangnya ngak jadi nabung"
3,banyak menu untuk pembayaran Via kk dan powercash tidak bisa lagi
5,pelayanan memuaskan dan cepat
5,good
1,cal centernya parah di hubungi susah di hubungi
5,keren livin diperbarui kenapa aplikasi livin saya tidak muncul pinjaman serbaguna di
3,min knpa tf blum masuk jga di livin sedang kab dri bank lain udah berhasil
1,"repot banget mau login ulang malah disuruh ganti password berulang² , udh selesai selfi wajah ganti password lagi itu aja terus di ulang²"
2,"saya kecewa dengan cara kerja nya pegiriman kartu atm tidak sampai kerumah. Tolo direpon cepat itu kobisak 2 x buat ATM Sampek salah alamat padahal sesuai dengan KTP dan nor pos setempat, sampai sekarang belom penjelasan ATM entah kmn"
1,Sangat membantu
1,inilah bank negara yang secara diam diam menguras dan merampok uang nasabah dengan berbagai macam potongan biaya ini itu dengan nilai yang lebih tinggi dari Bank nega lainnya
5,sangat memuaskan
5,sangat baik sekali dan sangat membantu karna sangat bermanfaat
1,susah banget slalu mengulang verifikasi wajah dan buat pasword
5,kenapa 2 hari ini livin ku g bisa di buka? bulet2 mulu
5,mbanking terbaik
5,"aplikasi livin sangat membantu, cuma kadang tiba"" terblokir sendiri"
5,Cepat dan akurat
1,Aplikasi tidak bisa di pake di hp dengan OS terbaru
1,respon cs zonk banget waktu aku ngajuin keluhan mbankingku bermasalah. gak kaya bank sebelah. gak dapat solusi malah bikin emosi
2,"updet dong aplikasi livin nominal angka nya jlk sekali ada nol kecil di ujung nya ngeliat nya uang belasan juta seperti ribuan rupiah,updet aja nominal angka nya besar semua seperti brimo tolong lah ngeliat tampilan nya kurang puas sama angka nya yg kecil di ujung plisss updet"
5,livin by mandiri sangatlah mudah untuk di gunakan
4,"review mesin atm mandiri --> tolong bedakan tampilan ketika loading dan tampilan home page, jangan pas kita lagi narik uang tampilan malah ke home page jadi kayak yg lg ngehang.."
3,"Kenapa sering kali ada potong 6000, minggu ini saja 2 kali. Jika itu sering terjadi, maka sangatlah merugikan bagi saya karena mempunyai penghasilan yang sangat pas pasan dan minim🙏🏻🙏🏻🙏🏻. Apakah saya harus berpindah ke bank lainnya?"
5,ok
2,makin ke sini makin susah akses livin. selalu muncul pemberitahuan pada saat gagal transfer. silahkan tinggalkan halaman ini atau ubah pengaturan yang perlukan. padahal semua pengaturan sudah di aktifkan. saldo juga ada.
2,kok aplikasi sya tidak bisa ke buka min🥺emang ada gangguan yah? tolong bantu dong min🙏🙏
1,min tiba tiba akun livin saya keluar sendiri.saya login lagi tidak bisa sudah 1bulan saya login gk bisa2 tolong di bantu min mana baru isi saldo gak ada solusi sama sekali saya di taiwan jadi tki
1,"ke uninstall gak sengaja, terus install lagi mau login gak bisa, harus kebank mandiri cabang terdekat, rumah sama bank mandiri jauh"
5,masuk ke Livin by mandiri sekarang di playstore urusan perbank digital mudah
5,nice
5,sangat memuaskan tp kenapa saya blm bisa pakai livin paylater
5,"untuk saat ini bagus tidak ada kendala sangat membantu, semoga kedepan nya lebih bagus lagi"
1,Proses QR gagal terus padahal lagi belanja jadi repot
1,ga jelas pemeliharaan sistem ya sehari bisa 3 kali
5,sangat bagus
5,mantap
4,"aplikasi mudah digunakan dan tampilan cukup bagus, sedikit saran untuk update aplikasi ke depannya karena saya investasi saham di Livin tolong disediakan riwayat PNL agar saya dapat melihat riwayat keuntungan maupun kerugian dari transaksi saham, kalau sudah disediakan baru saya naikkan ratingnya dan jumlah investasi."
1,"setiap malam pemeliharaan mulu ini aplikasi, orang lagi perlu bingung"
2,buruk sekali aplikasinya padahal bank besar
1,Sering banget pemeliharaan sistem jadi ribet mau transaksi pembayaran makan juga
1,kebanyakan trobel di jam 12 mlam
1,bikin ribet ini bank mandiri sumpah mana bayar admin nya gede potongan tiap bulan nya bikin susah masyarakat kecil aja👎
2,"tiap udah transaksi 1× pas mau transaksi lagi selalu ""nomor tidak tersedia"" pdhl nomor yang sama"
4,"mau login ngak ada sinyal, susah sekali mau masuknya. saya berharap bisa bagus aplikasinya. soalnya perlu banget untuk pembayaran qr transfer. saya kasih bintang 4 dulu. kalau bagus aplikasinya nanti pasti naik bintang 5 sangat kecewa mau buka livinby mandiri untuk hari ini semoga tidak lagi di perbaharui."
1,nyesel gw daftar Livin baru aja daftar lupa kata sandi langsung minta nmor kartu padahal gw belum dapet kartu nya
5,"sebenarnya aplikasi ini sangat lancar, tapi mengapa sekarang ngk bisa dibuka...?"
5,jozzzzzz
1,sering error saat mau transfer ke dana
1,"baru kali ini saya verifikasi wajah selalu gagal di bank manapun saya selalu mudah hanya disini selalu gagal tolong perbaiki lagi jangan sampai orang""merasa malas untuk buka buku tabungan di bank mandiri"
5,aplikasi mantap
5,Trimakasih Livin Mandiri Aplikasi gampang banget dan gak ribet
5,bagus..
3,"aplikasi nya kurang optimal, baru dihapus dan download lagi sudah gak bisa verifikasi. malah disuruh datang ke bank."
1,"bank banyak aturan, cek saldo kepotong 2rb kirim 10rb ke potong kalo tinggal 50 di ATM ga bisa di tarik bank rating -100 kalo ada nyesel pake mandiri"
3,saya tidak bisa masuk di karna kan nomor hp yang lama hilang. bisa kasih saya solusisaya ingin merubah kontak yang hilang ke kontak yang baru agar bisa masuk
1,"Kualitas buruk sering gangguan.Sekelas bank Himbara buruk sekali,di bandingkan bank swasta,mohon di perbaiki."
1,aplikasinya agak susah dan blm medukung android versi 16
1,gak bisa login sudah lama ada kali seminggu mohon di perbaiki lagi
5,sangat membantu
5,sangat membantu pembayaran transaksi
1,"tiba"" ke logout sendiri , disuruh masuk lagi dr awal mau masuk akun susah nya dah kek ajg"
1,"pernah buka rekening tp SDH logout,pas mau login gak bisa suruh masukin no kartu...la kartunya aja gak ada.terpaksa apk saya hapus aja lagi dr PD pusing"
1,lemot
1,sering eror
1,"biaya administrasi rek 12500+ 3500 biaya kartu debit.. blm embel"""
5,lebih mudah
4,bagus
1,"jaga keamanan akun dan aktivitas anda, gitu terus dah tiap mau login bongkar semua dana mengendap, pindahin ke bank lain. makin ga jelas ni si livin mandiri"
2,loginya lama amat parah
5,baik
5,sangat membantu kebutuhan saya
1,ko jadi ribet
5,mantap 👍👍👍
1,peros nya lama amat padahall sudah selesai semua
5,lebih praktis dalam bertransaksi
1,susah dibuka
5,pokoknya ok aja lah
1,"sistem login nya RIBET, saya tidak bisa login karena saya menggunakan kartu debit elektronik, tanpa fisik, dan saya tidak hafal nomer kartunya. KENAPA GAK PAKAI NOMER REKENING / EMAIL / NOMER HP saja, biar mempermudah pengguna?"
5,"skrng sudah ok, kasih 5bintang. enaknya, dimana2 ada atm dan bank nya."
5,mantapp
2,fitur autodebit tidak bisa diakses
1,"udah ga bagus mandiri, transaksi di shoppe bayar pake mandiri sekarang kena biaya admin"
5,sangat membantu bisa diandalkan
1,saya kecewa terhadap mandiri terutama pada aplikasi Livin karena tidak bisa login dikarenakan kartu belum ada kartunya mau ke kantor sangat jauh butuh waktu sangat² kecewa terhadap pihak Livin apalagi saldo sedang sangat dibutuhkan saya menyesal membuat dan membuka kartu tabungan di mandiri untuk teman² yang harap berpikir 2 kali kalau mau buka rekening tabungan dimandiri
5,sangat membantu untuk keuangan
5,berguna buat ngecek mutasi bansos
5,Alhamdulillah sangat membantu sekali.
1,"tolong pihak mandiri mengapa akses untuk masuk di tolak, dijelasakan bahwa sistem operasi handphone saya tidak tesmi padahal saya menggunakan handphone dengan sistem operasi yang terbaru dan telah terdaftar resmi"
4,sangat mudah dan cepat
1,susah login bikin pusing livin
1,hyi
1,potongan bulannya banyak
2,"ini kenapa saya malah jadi gk bisa login ke livin lagi padahal dulu gampang kalo mau login ke livin pake ada keterangan ""sedang ada peningkatan""terus"
2,"benci menggunakan living mandiri ribet banget cek no rekening kok gak sesimpel bank2 lain gak ketemu cek nomor rekening,tak ambil semua duitnya setelah tu tak uninstall saja males banget"
5,"tolong dibenahi apknya,,hari2 ni setiap kalau mau msuk apk tdk bs"
1,padahal sering update aplikasi biar dapet versi terbaru tapi makin lama aplikasinya makin ngelagg trus skrgg aplikasinya ngga bisa dibuka sama sekali udah sempet uninstall trus install lagi ttep ngga bisa dibuka
3,"kenapa akun saya tiba tiba tidak bisa masuk, keterangan nya belum bisa diakses, apa. masalahnya ini?"
1,INI JARINGAN SAYA BAGUS YA UDAH 5G TAPI KENAPA VERIF WAJAH 10x GA PERNAH BERHASIL PASTI KENDALA JARINGAN TULISANNYA KOCAK!!!!!!!!!!
3,"kenapa di hp saya selalu muncul matikan share screen, dan itu berulang, padahal fitur sudah mati"
1,"apalah livin tidak bisa login, tombol login gak ada, aplikasi stres"
5,Saya senang ada aplikasi ini karena sangat membantu dan tidak ada iklan juga
3,sering update trs
1,SERING GANGGUAN WKWKW ada maintenance sampe tiap malm
1,"aplikasi tidak bisa digunakan, PD saat daftar kembali selalu meminta untuk mengulangi pembuatan password baru"
1,"kok saldo saya tiba tiba berkurang, tidak ada riwayat pengeluaran dan penarikan juga maksut nya apa mohon penjelasannya"
3,"Mohon bantuannya, transaksi uang masuk dan keluar saya pada tanggal 31 Desember 2025 tidak muncul di mutasi aplikasi. Padahal saldo sudah berubah, tapi riwayatnya kosong. Mohon segera diperbaiki karena data ini sangat penting untuk pembukuan akhir tahun saya. Terima kasih"
1,"lama"" ganti bank kalau kaya gini ngurus di bank pakai aplikasi dipersulit eh Livin juga mempersulit jam setengah 4 pagi mau dipakai tidak berhasil terus"
1,"Perbaikan kok setiap hari, orang mau transaksi jadi susah. pindah bank aja kali ya."
1,tiap malem pasti offline pemeliharaan
1,ini gimna masa gabisa dipake pembayaran woyyy!!! duit banyak tapi gabisa bayar gua gagal mulu
